,Index,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
2032,128050,Sylwester Kubica,M,18.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Floor Exercise,
2033,128051,Sylwester Kubica,M,18.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horse Vault,
2034,128052,Sylwester Kubica,M,18.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Parallel Bars,
2035,128053,Sylwester Kubica,M,18.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horizontal Bar,
2036,128054,Sylwester Kubica,M,18.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Rings,
2037,128055,Sylwester Kubica,M,18.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse,
2038,128056,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Individual All-Around,
2039,128057,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Team All-Around,
2040,128058,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Floor Exercise,
2041,128059,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horse Vault,
2042,128060,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Parallel Bars,
2043,128061,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horizontal Bar,
2044,128062,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Rings,
2045,128063,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Pommelled Horse,
2046,128064,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,
2047,128065,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,
2048,128066,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,
2049,128067,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,
2050,128068,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,
2051,128069,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,
2052,128070,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,
2053,128071,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,
2054,128072,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Individual All-Around,
2055,128073,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,
2056,128074,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Floor Exercise,
2057,128075,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horse Vault,
2058,128076,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Parallel Bars,
2059,128077,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horizontal Bar,
2060,128078,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Rings,
2061,128079,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse,
2062,128080,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Individual All-Around,
2063,128081,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Team All-Around,
2064,128082,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Floor Exercise,
2065,128083,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horse Vault,
2066,128084,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Parallel Bars,
2067,128085,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horizontal Bar,
2068,128086,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Rings,
2069,128087,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Pommelled Horse,
2070,128108,Jeremi Kubicki,M,21.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
2071,128109,Jeremi Kubicki,M,25.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
2072,128138,Jacek Kubka,M,24.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
2073,128139,Jacek Kubka,M,24.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
2074,128162,ukasz Kubot,M,30.0,Poland,POL,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,
2075,128163,ukasz Kubot,M,34.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Mixed Doubles,
2076,128164,ukasz Kubot,M,34.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,
2077,128192,Dariusz Stanisaw Ku,M,22.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,
2078,128193,Dariusz Stanisaw Ku,M,22.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,
2079,128194,Dariusz Stanisaw Ku,M,26.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,
2080,128195,Dariusz Stanisaw Ku,M,26.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
2081,128244,Wacaw Micha Kuchar,M,26.0,Poland,POL,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,
2082,128245,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Individual All-Around,
2083,128246,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,
2084,128247,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,
2085,128248,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horse Vault,
2086,128249,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Parallel Bars,
2087,128250,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horizontal Bar,
2088,128251,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Rings,
2089,128252,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,
2090,128253,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,
2091,128254,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,
2092,128255,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,
2093,128256,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,
2094,128257,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,
2095,128258,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,
2096,128259,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,
2097,128260,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,
2098,128261,Krzysztof Kucharczyk,M,31.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
2099,128262,Krzysztof Kucharczyk,M,35.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
2100,128263,Krzysztof Kucharczyk,M,39.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
2101,128264,Krzysztof Kucharczyk,M,43.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
2102,128266,Kazimierz Kucharski,M,27.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 800 metres,
2103,128267,Kazimierz Kucharski,M,27.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,
2104,128268,Leszek Roman Kucharski,M,29.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Singles,
2105,128269,Leszek Roman Kucharski,M,29.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Doubles,
2106,128270,Leszek Roman Kucharski,M,32.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Men's Doubles,
2107,128271,Tomasz Bogusaw Kucharski,M,26.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,Gold
2108,128272,Tomasz Bogusaw Kucharski,M,30.0,Poland,POL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Double Sculls,Gold
2109,128273,Beata Kucharzewska,F,20.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Lightweight,
2110,128306,Zygfryd Kuchta,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,
2111,128307,Zygfryd Kuchta,M,32.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Bronze
2112,128309,Ewa Wioletta Kuciska (-Mrugaa),F,18.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Diving,Diving Women's Platform,
2113,128311,Beniamin Kuciski,M,22.0,Poland,POL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,
2114,128317,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Individual All-Around,
2115,128318,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Team All-Around,
2116,128319,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise,
2117,128320,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horse Vault,
2118,128321,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Parallel Bars,
2119,128322,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horizontal Bar,
2120,128323,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Rings,
2121,128324,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Pommelled Horse,
2122,128350,Sawomir Kuczko,M,27.0,Poland,POL,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,
2123,128351,Dorota Kuczkowska,F,29.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
2124,128352,Jan Zbigniew Kuczyski,M,25.0,Poland,POL,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Lightweight, Freestyle",
2125,128353,Kamil Kuczyski,M,23.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Keirin,
2126,128354,Kamil Kuczyski,M,23.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Team Sprint,
2127,128355,Kamil Kuczyski,M,27.0,Poland,POL,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Keirin,
2128,128356,Kamil Kuczyski,M,27.0,Poland,POL,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Team Sprint,
2129,128364,Andrzej Kudelski,M,20.0,Poland,POL,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Flyweight, Freestyle",
2130,128378,Wojciech Edward Kudlik,M,18.0,Poland-2,POL,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",
2131,128393,Jan Antoni Kudra,M,27.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual",
2132,128416,Micha Kuda,M,18.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
2133,128417,"Lech Stanisaw ""Leszek"" Kudacik",M,22.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,
2134,128639,Mariusz Kujawski,M,21.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
2135,128640,Wiesaw Wojciech Kujda,M,24.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Double Sculls,
2136,128641,Wiesaw Wojciech Kujda,M,24.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Eights,
2137,128659,Henryk Jerzy Kukier,M,22.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Flyweight,
2138,128660,Henryk Jerzy Kukier,M,26.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Flyweight,
2139,128661,Henryk Jerzy Kukier,M,30.0,Poland,POL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Flyweight,
2140,128714,Piotr Kula,M,25.0,Poland,POL,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,
2141,128763,Katarzyna Maria Kulczak (-Tomaszek),F,21.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
2142,128764,Tadeusz Kulczycki,M,24.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,
2143,128767,Jerzy Zdzisaw Kulej,M,23.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Welterweight,Gold
2144,128768,Jerzy Zdzisaw Kulej,M,27.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Welterweight,Gold
2145,128786,Marek Stefan Kulesza,M,20.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
2146,128787,Roman Kulesza,M,29.0,Poland,POL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,
2147,128788,Roman Kulesza,M,29.0,Poland,POL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,
2148,128789,Roman Kulesza,M,29.0,Poland,POL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,
2149,128790,Roman Kulesza,M,29.0,Poland,POL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,
2150,128791,Roman Kulesza,M,29.0,Poland,POL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,
2151,128792,Roman Kulesza,M,29.0,Poland,POL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,
2152,128793,Seweryn Roman Kulesza,M,35.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",
2153,128794,Seweryn Roman Kulesza,M,35.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
2154,128795,Piotr Kuleta,M,23.0,Poland,POL,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",
2155,128796,Piotr Kuleta,M,23.0,Poland,POL,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",
2156,128961,Zdzisaw Adam Kumiszcze,M,23.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres Hurdles,
2157,129025,Elbieta Joanna Kuncewicz,F,27.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Lightweight Double Sculls,
2158,129026,Wadysaw Kuncewicz,M,39.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 100 metres Freestyle,
2159,129164,Ryszard Wadysaw Kunze,M,20.0,Poland,POL,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Team",
2160,129230,Andrzej Kupczyk,M,23.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 800 metres,
2161,129256,Magdalena Kupiec (-Szuter),F,15.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Breaststroke,
2162,129257,Magdalena Kupiec (-Szuter),F,15.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Breaststroke,
2163,129258,Tomasz Andrzej Kupis,M,28.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",
2164,129327,Janusz Roman Kurczab,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Individual",
2165,129328,Janusz Roman Kurczab,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Team",
2166,129329,Pawe Kurczewski,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
2167,129330,Pawe Kurczewski,M,25.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
2168,129331,Krzysztof Edward Kurczyna,M,19.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Middleweight,
2169,129335,Bartosz Kamil Kurek,M,23.0,Poland,POL,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,
2170,129336,Bartosz Kamil Kurek,M,27.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
2171,129474,Wojciech Sawomir Kurpiewski,M,22.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",
2172,129475,Wojciech Sawomir Kurpiewski,M,22.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
2173,129476,Wojciech Sawomir Kurpiewski,M,26.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
2174,129477,Wojciech Sawomir Kurpiewski,M,26.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
2175,129539,Stanisaw Kuryowicz,M,27.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Fours,
2176,129542,Kazimierz Bogdan Kurzawski,M,21.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Free Pistol, 50 metres",
2177,129547,Mateusz Kus,M,29.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
2178,129591,Maria Bronisawa Anna Kusion-Bibrowa (-Pokorny),F,20.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 100 metres,
2179,129592,Maria Bronisawa Anna Kusion-Bibrowa (-Pokorny),F,20.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,
2180,129593,Maria Bronisawa Anna Kusion-Bibrowa (-Pokorny),F,20.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Long Jump,
2181,129594,Maria Bronisawa Anna Kusion-Bibrowa (-Pokorny),F,24.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's Long Jump,
2182,129618,Janusz Tadeusz Kusociski,M,25.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",Gold
2183,129645,Marcin Kuszewski,M,23.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,
2184,129646,"Marian Zygmunt ""Marek"" Kuszewski",M,23.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's Sabre, Individual",
2185,129647,"Marian Zygmunt ""Marek"" Kuszewski",M,23.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's Sabre, Team",Silver
2186,129648,"Marian Zygmunt ""Marek"" Kuszewski",M,26.0,Poland,POL,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Sabre, Team",Silver
2187,129649,Mateusz Kusznierewicz,M,21.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Men's One Person Dinghy,Gold
2188,129650,Mateusz Kusznierewicz,M,25.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's One Person Dinghy,
2189,129651,Mateusz Kusznierewicz,M,29.0,Poland,POL,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,Bronze
2190,129652,Mateusz Kusznierewicz,M,33.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Two Person Keelboat,
2191,129653,Mateusz Kusznierewicz,M,37.0,Poland,POL,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Keelboat,
2192,129797,Aleksy Kuziemski,M,27.0,Poland,POL,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Heavyweight,
2193,129814,Roman Kuzior,M,23.0,Poland,POL,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Running Target, 50 metres",
2194,129833,Pawe Kumicki,M,27.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Skiff,
2195,129834,Wacaw Kumicki,M,27.0,Poland,POL,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Decathlon,
2196,130099,"Maria Jadwiga Kwaniewska (-Trytko, -Komiska, -Maleszewska)",F,22.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's Javelin Throw,Bronze
2197,130117,Bolesaw Jan Kwiatkowski,M,26.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
2198,130118,Eugeniusz Kwiatkowski,M,27.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Shot Put,
2199,130119,Micha Kwiatkowski,M,22.0,Poland,POL,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Road Race, Individual",
2200,130120,Micha Kwiatkowski,M,26.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
2201,130121,Micha Kwiatkowski,M,26.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,
2202,130130,ukasz Kwiatkowski,M,22.0,Poland,POL,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Sprint,
2203,130131,ukasz Kwiatkowski,M,22.0,Poland,POL,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Keirin,
2204,130132,ukasz Kwiatkowski,M,22.0,Poland,POL,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Team Sprint,
2205,130133,ukasz Kwiatkowski,M,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Sprint,
2206,130134,ukasz Kwiatkowski,M,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Team Sprint,
2207,130135,Konrad Kwiecie,M,28.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Archery,Archery Men's Individual,
2208,130136,Konrad Kwiecie,M,28.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Archery,Archery Men's Team,
2209,130137,Czesaw Kwieciski,M,21.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
2210,130138,Czesaw Kwieciski,M,25.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
2211,130139,Czesaw Kwieciski,M,29.0,Poland,POL,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
2212,130140,Czesaw Kwieciski,M,33.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
2213,130141,Czesaw Kwieciski,M,37.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
2214,130147,Julian Kwit,M,24.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
2215,130148,Anna Kwitniewska,F,17.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
