,Index,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
108,14231,"Katarzyna ""Kasia"" Baranowska",F,20.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
109,14232,"Katarzyna ""Kasia"" Baranowska",F,20.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Individual Medley,
110,14233,"Katarzyna ""Kasia"" Baranowska",F,20.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Individual Medley,
111,14234,"Katarzyna ""Kasia"" Baranowska",F,28.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
112,14235,Dariusz Baranowski,M,20.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,
113,14236,Dariusz Baranowski,M,24.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",
114,14237,Dariusz Baranowski,M,24.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Men's Individual Time Trial,
115,14238,Zbigniew Mateusz Baranowski,M,25.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
116,14239,Zenon Franciszek Baranowski,M,26.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,
117,14240,Anna Baraska (-Werbliska),F,24.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
118,14273,Pawe Baraszkiewicz,M,19.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",
119,14274,Pawe Baraszkiewicz,M,23.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
120,14275,Pawe Baraszkiewicz,M,23.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
121,14276,Pawe Baraszkiewicz,M,27.0,Poland,POL,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",
122,14277,Pawe Baraszkiewicz,M,31.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",
123,14278,Pawe Baraszkiewicz,M,31.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
124,14450,Kazimierz Zygfryd Barburski,M,26.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's epee, Team",Bronze
125,14451,Kazimierz Zygfryd Barburski,M,30.0,Poland,POL,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's epee, Team",
126,14479,Edward Barcik,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
127,14676,Magorzata Barlak-Kamasiska,F,20.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,
128,14677,Magorzata Barlak-Kamasiska,F,20.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,
129,14678,Magorzata Barlak-Kamasiska,F,20.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Floor Exercise,
130,14679,Magorzata Barlak-Kamasiska,F,20.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,
131,14680,Magorzata Barlak-Kamasiska,F,20.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Uneven Bars,
132,14681,Magorzata Barlak-Kamasiska,F,20.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,
133,15243,"Jolanta Bartczak (-Maolepszy, -Skrzyszowska)",F,24.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Long Jump,
134,15347,Beata Bartkw-Kwiatkowska,F,30.0,Poland,POL,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Air Pistol, 10 metres",
135,15348,Beata Bartkw-Kwiatkowska,F,30.0,Poland,POL,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",
136,15409,Zbigniew Bartman,M,25.0,Poland,POL,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,
137,15410,Bartomiej Bartnicki,M,23.0,Poland,POL,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Heavyweight, Freestyle",
138,15411,Bartomiej Bartnicki,M,27.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",
139,15413,Wojciech Stanisaw Bartnik,M,24.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Heavyweight,Bronze
140,15414,Wojciech Stanisaw Bartnik,M,28.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Heavyweight,
141,15415,Wojciech Stanisaw Bartnik,M,32.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Heavyweight,
142,15484,Jan Bartosik,M,32.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,
143,15490,Joanna Danuta Bartosz (-Bronarska),F,18.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,
144,15491,Joanna Danuta Bartosz (-Bronarska),F,18.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,
145,15492,Joanna Danuta Bartosz (-Bronarska),F,18.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Floor Exercise,
146,15493,Joanna Danuta Bartosz (-Bronarska),F,18.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,
147,15494,Joanna Danuta Bartosz (-Bronarska),F,18.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Uneven Bars,
148,15495,Joanna Danuta Bartosz (-Bronarska),F,18.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,
149,15496,Micha Bartoszak,M,34.0,Poland,POL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,
150,15498,Wodzimierz Joachim Bartoszewicz,M,37.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
151,15533,Edmund Ludwik Bartomiejczyk,M,46.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
152,15542,Sawomir Barul,M,31.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Mountainbike, Cross-Country",
153,15576,Ginter Helmut Barysz (Barisch),M,19.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
154,15597,Paulina Barzycka,F,18.0,Poland,POL,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Freestyle,
155,15598,Paulina Barzycka,F,18.0,Poland,POL,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Freestyle,
156,15599,Paulina Barzycka,F,22.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Freestyle,
